Style,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,PrimaryTemp
American Amber Ale,5.34,44.41,10.52,33.5,60,1.034,60.0,3.0,19.0
American Stout,5.83,50.97,37.08,25.0,60,1.047,75.0,2.5,18.0
American Stout,7.32,47.84,50.0,30.28,60,1.053,70.0,1.25,18.89
American Brown Ale,4.74,30.53,23.36,30.28,60,1.035,75.0,1.25,20.0
American Brown Ale,6.67,34.95,23.49,81.39,60,1.065,75.0,1.0,20.0
American Amber Ale,5.47,38.79,14.67,28.39,60,1.044,78.0,1.5,19.44
American Light Lager,5.1,13.97,6.14,53.0,60,1.046,70.0,1.1,21.11
American Stout,6.31,49.77,33.11,28.39,60,1.048,65.0,1.5,20.0
American Amber Ale,6.48,31.63,8.72,24.0,60,1.0590000000000002,70.0,3.0,18.0
American Light Lager,6.58,34.68,3.31,14.0,60,1.052,75.0,3.0,19.0
American Stout,6.44,41.89,32.82,28.39,60,1.044,65.0,1.25,18.89
American Stout,5.77,35.99,34.71,25.55,60,1.048,71.0,1.5,18.33
American Stout,10.07,52.56,50.0,41.64,60,1.0759999999999998,70.0,1.25,19.44
American Light Lager,7.43,104.46,11.05,28.39,60,1.062,70.0,1.5,18.33
American Light Lager,5.93,51.25,6.17,24.61,60,1.042,75.0,2.0,21.11
American Stout,6.52,49.91,37.81,189.27,60,1.061,70.0,1.15,18.33
American Stout,6.85,60.73,31.41,28.39,60,1.048,75.0,2.0,21.11
American Stout,7.06,72.32,47.48,28.39,90,1.05,70.0,1.5,21.11
American Stout,6.77,34.52,29.83,26.12,90,1.055,75.0,1.5,15.56
American Amber Ale,6.84,44.05,16.0,11.36,60,1.06,78.0,1.25,20.56
American Brown Ale,6.16,86.39,24.36,28.0,60,1.05,80.0,2.582,19.0
American Light Lager,4.57,11.66,3.47,28.5,60,1.032,65.0,3.0,20.0
American Light Lager,4.73,25.48,4.69,1000.0,60,1.046,65.0,3.0,18.0
American Brown Ale,5.82,36.65,24.37,50.16,60,1.05,72.5,1.3,20.0
American Amber Ale,4.8,33.35,14.76,28.39,60,1.03,70.0,1.5,21.11
American Light Lager,3.64,18.58,2.66,26.5,60,1.034,75.0,1.6,11.11
American Amber Ale,5.99,39.24,17.39,22.71,60,1.048,80.0,1.2,20.0
American Light Lager,5.65,40.02,6.97,120.0,60,1.048,70.0,3.0,20.0
American Stout,3.07,18.45,7.42,3.03,60,1.0170000000000001,72.0,1.5,20.0
American Amber Ale,5.34,36.25,15.16,28.39,60,1.037,72.0,1.25,18.89
American Light Lager,5.31,37.38,3.51,68.14,60,1.042,75.0,1.3,20.56
American Brown Ale,5.22,43.18,18.26,28.5,60,1.034,67.0,3.1,18.0
American Amber Ale,4.54,29.91,11.78,28.39,60,1.034,75.0,2.0,18.33
American Amber Ale,5.3,35.37,15.81,24.61,60,1.046,75.0,1.45,20.0
American Amber Ale,5.88,29.34,16.0,100.0,90,1.014,80.0,2.3,20.0
American Light Lager,6.35,25.71,3.36,56.0,60,1.046,85.0,2.5,24.0
American Light Lager,10.36,4.82,16.27,27.0,60,1.075,75.0,2.5,17.0
American Brown Ale,6.16,70.53,27.41,28.39,60,1.047,68.0,1.25,20.0
American Stout,5.29,33.37,29.43,26.5,60,1.04,70.0,1.25,18.89
American Stout,6.5,18.24,6.73,2100.0,60,1.068,82.0,3.0,20.0
American Amber Ale,4.03,113.89,20.14,28.39,90,1.0290000000000001,60.0,1.25,17.78
American Amber Ale,6.36,33.5,15.08,30.28,60,1.044,70.0,1.5,20.0
American Brown Ale,5.71,60.92,23.83,38.0,60,1.045,70.0,3.0,19.0
American Light Lager,5.52,16.79,8.31,22.71,60,1.0490000000000002,70.0,1.39,18.89
American Amber Ale,6.17,36.32,13.4,26.0,75,1.053,75.0,2.5,19.0
American Light Lager,5.44,24.49,16.32,28.39,60,1.04,70.0,1.25,18.33
American Stout,6.68,43.18,33.63,22.71,60,1.0590000000000002,73.0,1.45,18.33
American Light Lager,5.73,33.36,3.39,55.0,60,1.05,85.0,3.0,12.0
American Stout,6.07,60.79,48.07,25.0,60,1.0590000000000002,70.0,3.4,20.0
American Amber Ale,5.48,32.1,13.16,45.42,60,1.04,80.0,2.0,17.78
American Brown Ale,6.02,37.76,28.33,30.0,60,1.051,60.0,3.0,23.0
American Light Lager,5.59,34.41,3.36,28.39,60,1.037,70.0,1.5,19.44
American Stout,5.69,52.33,35.21,24.0,60,1.044,70.0,3.0,15.0
American Amber Ale,9.52,27.87,28.03,117.35,65,1.088,65.0,1.5,20.0
American Amber Ale,5.09,29.33,12.91,28.39,60,1.0390000000000001,75.0,2.0,19.44
American Brown Ale,5.1,71.13,16.69,30.14,90,1.045,77.0,4.5,20.0
American Brown Ale,5.61,29.39,36.78,45.42,60,1.048,70.0,1.5,21.11
American Light Lager,6.01,19.65,11.6,8.0,60,1.031,65.0,3.0,21.0
American Stout,5.57,50.68,30.64,25.0,60,1.043,75.0,3.0,21.0
American Amber Ale,5.59,33.06,16.22,23.0,60,1.051,74.0,1.5,21.0
American Stout,6.23,52.58,36.98,24.61,60,1.051,75.0,1.5,20.0
American Amber Ale,5.65,38.96,7.1,17.03,60,1.0390000000000001,70.0,1.5,20.0
American Light Lager,5.9,24.47,8.78,28.39,90,1.046,70.0,1.85,23.89
American Light Lager,5.26,61.85,13.92,30.0,60,1.046,70.0,2.5,18.0
American Amber Ale,5.95,36.8,9.05,24.61,60,1.047,70.0,1.5,19.44
American Stout,6.71,31.49,49.3,5.68,60,1.044,75.0,0.9,21.11
American Amber Ale,5.12,30.84,12.87,526.17,60,1.048,80.0,1.5,15.56
American Stout,6.42,45.08,35.34,45.42,60,1.052,65.0,1.5,20.0
American Amber Ale,4.93,23.38,15.4,28.39,60,1.036,75.0,1.5,18.89
American Brown Ale,5.32,22.85,24.14,26.5,60,1.038,72.0,1.25,20.0
American Stout,6.67,55.87,50.0,28.39,120,1.0490000000000002,35.0,1.5,20.0
American Brown Ale,5.14,22.03,18.86,28.39,60,1.038,75.0,2.0,20.56
American Light Lager,3.57,36.73,5.56,450.0,60,1.03,75.0,5.8,20.0
American Light Lager,6.56,74.79,6.36,28.39,60,1.05,71.0,1.5,23.33
American Stout,6.55,44.94,44.84,25.0,60,1.055,76.0,3.0,19.0
American Light Lager,5.21,41.12,11.46,28.39,60,1.04,70.0,1.25,18.33
American Amber Ale,6.27,18.97,15.4,47.0,60,1.05,71.0,3.0,18.0
American Brown Ale,5.2,23.55,21.97,8.0,60,1.038,70.0,3.0,20.0
American Amber Ale,5.44,35.01,11.02,28.0,60,1.043,80.0,2.5,19.0
American Light Lager,6.04,32.98,5.74,28.39,60,1.045,75.0,2.0,50.0
American Light Lager,7.18,33.8,3.31,473.18,60,1.052,80.0,1.25,18.33
American Amber Ale,4.63,35.82,13.08,26.5,60,1.034,62.0,1.5,20.0
American Brown Ale,6.58,53.02,22.46,23.0,60,1.053,70.0,3.0,18.0
American Amber Ale,5.36,32.28,13.28,75.71,90,1.044,77.0,2.0,16.67
American Stout,6.91,33.03,8.79,28.39,70,1.053,75.0,1.5,20.0
American Light Lager,4.54,52.74,5.07,28.5,60,1.04,70.0,1.5,20.0
American Amber Ale,5.6,37.25,6.44,24.61,90,1.047,75.0,1.5,15.56
American Brown Ale,5.92,61.95,16.15,28.39,60,1.046,70.0,1.2,18.33
American Brown Ale,5.28,37.55,23.61,30.28,60,1.0390000000000001,80.0,1.5,15.56
American Brown Ale,6.59,35.28,18.33,22.71,60,1.054,70.0,1.5,20.0
American Stout,5.92,34.59,50.0,28.39,60,1.044,70.0,1.5,16.67
American Brown Ale,5.15,29.38,19.88,24.61,60,1.0490000000000002,75.0,1.5,17.78
American Light Lager,6.01,0.0,12.29,28.5,60,1.198,70.0,2.7,20.0
American Amber Ale,5.05,39.98,12.66,6.5,60,1.036,70.0,2.0,20.0
American Light Lager,4.43,99.65,3.7,28.39,60,1.034,70.0,1.5,23.33
American Light Lager,8.55,21.36,40.3,55.0,60,1.08,80.0,3.0,20.0
American Amber Ale,5.96,33.3,5.24,45.42,60,1.046,75.0,1.5,18.33
American Light Lager,4.06,9.68,10.72,23.5,60,1.033,70.0,3.0,19.0
American Light Lager,9.56,0.0,14.28,30.0,90,1.083,75.0,4.5,18.0
American Stout,8.6,37.74,50.0,28.5,60,1.06,35.0,3.0,22.0
American Amber Ale,5.05,33.79,15.76,49.21,60,1.045,75.0,1.25,18.33
American Brown Ale,6.26,81.71,21.59,22.71,75,1.052,56.0,1.5,20.0
American Stout,6.6,65.79,41.97,23.47,60,1.061,70.0,1.33,21.11
American Amber Ale,5.02,41.72,9.6,27.44,60,1.038,75.0,1.5,18.33
American Stout,5.66,68.5,43.91,26.5,60,1.05,68.0,1.5,21.11
American Amber Ale,4.42,6.77,8.71,24.61,45,1.0390000000000001,85.0,1.5,20.0
American Stout,6.35,68.15,46.61,28.39,60,1.056,70.0,1.5,17.78
American Stout,5.44,37.19,39.94,12.49,60,1.044,72.0,1.5,18.33
American Light Lager,5.76,40.92,3.47,24.61,60,1.045,80.0,1.5,20.0
American Brown Ale,7.29,38.36,30.76,28.39,60,1.054,70.0,1.4,19.44
American Light Lager,6.04,35.04,35.21,28.39,60,1.051,75.0,1.5,19.44
American Amber Ale,5.72,48.68,15.96,28.39,60,1.042,70.0,1.5,18.33
American Amber Ale,5.1,26.86,14.86,25.74,90,1.043,78.0,1.67,18.33
American Amber Ale,5.63,65.11,9.99,47.32,60,1.05,75.0,1.25,18.33
American Amber Ale,4.77,44.55,16.24,28.39,60,1.032,60.0,1.25,20.0
American Amber Ale,7.89,107.42,11.48,24.61,60,1.0590000000000002,65.0,1.25,20.0
American Stout,6.88,42.41,34.13,22.71,60,1.0659999999999998,65.0,1.75,19.44
American Amber Ale,6.12,36.66,12.54,16.0,70,1.04,55.0,4.0,20.0
American Amber Ale,5.85,54.32,14.16,643.52,60,1.053,78.0,1.25,20.0
American Light Lager,8.28,26.34,3.76,28.4,90,1.044,65.0,2.9,18.0
American Brown Ale,4.79,32.53,19.56,24.61,60,1.042,70.0,1.4,17.78
American Brown Ale,5.45,28.61,19.83,46.18,60,1.046,75.0,1.33,21.11
American Light Lager,5.51,50.07,5.87,189.27,60,1.05,68.0,1.15,19.44
American Amber Ale,5.42,41.13,17.63,30.0,60,1.035,65.0,5.0,19.0
American Amber Ale,5.5,18.4,13.68,49.21,60,1.042,65.0,1.75,18.89
American Light Lager,6.23,28.59,4.39,28.39,60,1.045,95.0,1.5,12.78
American Amber Ale,6.79,46.16,11.23,49.21,90,1.0490000000000002,75.0,1.4,22.22
American Light Lager,6.21,36.01,5.95,26.5,60,1.044,70.0,1.5,18.33
American Amber Ale,5.81,20.64,17.32,28.5,60,1.044,70.0,3.0,20.0
American Stout,8.06,43.29,50.0,28.39,60,1.065,70.0,1.8,20.0
American Stout,5.63,47.66,38.54,80.0,90,1.046,60.0,3.0,19.0
American Amber Ale,5.86,42.52,14.83,28.39,60,1.044,55.0,1.5,18.33
American Amber Ale,5.28,38.53,16.45,28.5,60,1.04,75.0,3.0,21.0
American Amber Ale,6.18,21.08,20.59,26.5,30,1.046,70.0,1.3,20.0
American Light Lager,6.21,64.48,39.7,28.01,60,1.042,70.0,1.4,21.11
American Amber Ale,6.65,18.37,4.44,28.01,60,1.045,72.0,1.7,20.0
American Brown Ale,7.61,73.51,29.29,28.39,60,1.053,75.0,1.5,20.56
American Light Lager,6.42,33.62,4.43,15.0,60,1.048,75.0,3.0,20.0
American Brown Ale,5.44,38.69,24.16,30.0,60,1.031,60.0,3.0,21.0
American Amber Ale,5.69,31.78,17.47,15.14,60,1.044,70.0,1.5,20.0
American Amber Ale,6.14,16.37,20.26,18.0,60,1.044,70.0,3.0,20.0
American Amber Ale,7.32,33.88,16.54,46.0,60,1.052,75.0,3.0,20.0
American Stout,7.91,81.07,41.5,26.5,60,1.056,80.0,1.5,20.0
American Amber Ale,8.81,55.39,13.71,49.21,90,1.083,75.0,1.5,18.89
American Light Lager,5.04,0.0,11.31,18.93,60,1.047,70.0,1.5,18.33
American Light Lager,5.01,34.09,13.07,26.5,70,1.044,76.5,1.75,21.11
American Stout,4.48,28.03,44.71,28.39,60,1.034,70.0,1.5,17.78
American Brown Ale,5.97,27.08,18.01,28.39,60,1.044,70.0,1.5,20.0
American Amber Ale,5.16,28.27,15.28,41.64,60,1.0490000000000002,70.0,1.5,18.33
American Amber Ale,8.27,31.13,25.09,28.39,60,1.056,58.0,1.0,19.44
American Brown Ale,5.88,65.44,13.38,28.0,60,1.041,68.0,1.5,19.0
American Amber Ale,6.07,39.6,11.01,25.0,90,1.052,70.0,2.5,18.0
American Light Lager,2.33,22.39,2.96,28.39,60,1.0170000000000001,35.0,1.5,18.33
American Stout,5.56,39.04,44.92,47.32,60,1.048,70.0,1.5,20.0
American Stout,7.1,57.73,38.97,43.53,60,1.068,77.0,1.1,20.0
American Brown Ale,6.11,24.72,26.8,45.0,60,1.045,70.0,4.0,27.0
American Light Lager,7.6,35.88,12.35,26.5,60,1.0590000000000002,70.0,1.5,16.67
American Amber Ale,5.5,31.66,19.43,75.71,90,1.046,84.0,1.5,13.33
American Stout,6.49,53.72,38.54,47.32,60,1.0590000000000002,75.0,1.5,20.0
American Light Lager,0.0,0.0,0.03,2112.26,60,1.0,80.0,1.5,18.33
American Amber Ale,5.44,47.88,12.96,30.28,60,1.042,80.0,1.25,20.0
American Amber Ale,6.85,37.3,12.53,45.0,60,1.057,65.0,1.5,20.0
American Amber Ale,4.53,24.72,15.02,50.0,60,1.0390000000000001,82.0,2.5,23.0
American Light Lager,4.15,11.87,2.39,25.55,90,1.032,80.0,1.5,10.0
American Stout,7.61,63.49,41.73,28.39,60,1.056,70.0,1.5,20.0
American Stout,6.78,65.67,50.0,28.0,90,1.063,75.0,3.0,19.0
American Light Lager,3.86,9.44,2.38,28.39,60,1.025,75.0,1.5,8.89
American Amber Ale,5.26,32.81,11.14,41.64,60,1.048,70.0,1.4,20.0
American Light Lager,8.64,134.92,4.42,28.39,60,1.065,80.0,1.5,20.0
American Light Lager,5.09,13.77,4.16,24.0,90,1.043,65.0,3.0,14.5
American Amber Ale,6.51,66.19,15.0,27.0,60,1.056,70.0,3.0,19.0
American Stout,6.28,55.47,8.94,24.61,60,1.053,65.0,1.5,20.56
American Light Lager,6.25,44.02,6.58,30.28,90,1.043,75.0,1.25,21.11
American Amber Ale,4.72,25.08,14.35,28.39,60,1.036,60.0,1.5,18.33
American Amber Ale,5.11,26.86,14.45,25.74,90,1.043,78.0,1.67,18.33
American Stout,6.22,76.83,41.75,24.61,60,1.044,68.0,1.25,17.78
American Brown Ale,4.57,30.12,29.32,28.4,60,1.032,70.0,3.1,19.0
American Amber Ale,5.51,31.25,9.39,26.5,60,1.038,80.0,1.5,10.0
American Amber Ale,4.83,49.03,15.12,62.0,60,1.037,75.0,2.75,19.0
American Light Lager,6.52,53.39,5.66,26.5,60,1.052,72.0,1.33,18.89
American Light Lager,4.83,12.92,4.33,68.0,90,1.04,73.0,3.0,20.0
American Stout,5.48,75.38,49.64,15.14,60,1.041,60.0,1.25,15.56
American Light Lager,6.32,53.74,6.12,28.5,60,1.05,75.0,3.0,16.0
American Brown Ale,4.38,243.65,20.52,28.39,60,1.036,70.0,1.2,19.44
American Light Lager,5.07,31.26,4.55,28.4,60,1.0390000000000001,70.0,3.1,18.0
American Brown Ale,5.5,47.97,23.03,28.5,90,1.04,66.0,3.7,20.0
American Stout,5.85,46.0,36.08,7.38,60,1.0490000000000002,76.0,1.33,20.0
American Light Lager,5.85,22.68,7.58,28.0,60,1.054,80.0,2.5,20.0
American Light Lager,5.42,28.72,7.3,26.5,60,1.04,72.0,1.25,18.33
American Light Lager,5.29,30.22,6.32,24.61,60,1.041,78.0,1.25,18.33
American Light Lager,4.71,52.62,21.78,92.0,60,1.034,90.0,2.5,18.0
American Light Lager,7.06,71.19,18.2,28.5,90,1.0490000000000002,64.3,2.9,18.0
American Stout,6.29,38.02,38.87,45.0,60,1.0390000000000001,73.0,2.4,18.0
American Light Lager,5.11,27.75,3.14,29.5,90,1.043,75.0,4.6,11.0
American Light Lager,5.67,54.77,24.75,28.39,60,1.046,75.0,1.5,20.0
American Light Lager,7.25,82.41,7.3,20.82,60,1.063,57.0,2.0,23.33
American Light Lager,6.46,60.88,6.09,28.0,60,1.053,72.0,3.0,19.0
American Stout,6.96,74.38,49.54,28.39,60,1.053,75.0,1.5,18.89
American Amber Ale,4.24,24.72,10.67,22.71,60,1.034,70.0,1.44,20.0
American Brown Ale,5.58,28.09,30.29,19.0,60,1.047,60.0,3.5,20.0
American Amber Ale,6.48,31.48,8.72,25.0,60,1.057,70.0,3.0,20.0
American Brown Ale,6.82,67.32,16.93,29.34,90,1.051,78.0,1.5,19.44
American Amber Ale,5.84,19.17,13.29,19.0,60,1.041,67.0,3.0,18.0
American Light Lager,5.55,25.39,11.49,26.5,60,1.045,72.0,1.33,17.78
American Amber Ale,4.71,20.78,13.77,22.71,60,1.04,75.0,1.25,20.0
American Stout,6.17,51.41,45.65,132.49,60,1.0590000000000002,75.0,1.5,18.89
American Amber Ale,4.9,29.05,9.63,26.0,75,1.036,73.0,2.7,20.0
American Light Lager,3.18,27.85,23.25,23.0,60,1.0270000000000001,77.0,1.5,20.0
American Amber Ale,6.04,38.9,15.21,22.71,60,1.05,83.0,1.4,18.89
American Light Lager,5.42,62.44,5.34,28.39,60,1.04,70.0,1.5,18.33
American Amber Ale,2.7,31.91,10.23,30.03,60,1.023,35.0,3.0,0.0
American Light Lager,7.21,70.93,50.0,30.28,60,1.047,70.0,1.5,21.67
American Light Lager,5.77,28.11,4.33,28.39,90,1.042,80.0,2.0,10.0
American Light Lager,5.55,12.65,4.19,45.0,60,1.047,75.0,2.6,25.0
American Brown Ale,5.69,32.69,20.58,28.0,60,1.047,70.0,3.0,18.0
American Amber Ale,5.07,36.61,15.03,24.61,60,1.042,70.0,1.25,20.0
American Light Lager,5.91,34.49,5.44,24.61,60,1.042,60.0,1.5,21.11
American Amber Ale,6.2,37.44,14.22,24.61,60,1.044,70.0,1.2,18.89
American Brown Ale,5.52,22.01,25.7,28.39,60,1.038,67.0,22.0,22.22
American Light Lager,4.83,4.92,3.17,11.36,60,1.054,75.0,1.5,20.56
American Light Lager,5.37,55.82,7.22,26.0,60,1.042,70.0,3.31,17.0
American Light Lager,6.27,33.19,6.02,28.5,60,1.053,75.0,3.0,20.0
American Light Lager,2.12,21.02,3.69,24.87,60,1.0170000000000001,35.0,1.4,20.0
American Brown Ale,7.18,58.25,17.86,31.02,75,1.057,78.8,3.0,18.0
American Stout,8.97,98.31,41.0,28.39,75,1.0659999999999998,70.0,1.25,18.89
American Light Lager,5.21,19.66,5.07,18.0,60,1.03,75.0,2.7,20.0
American Amber Ale,5.74,37.77,13.33,25.0,60,1.04,75.0,3.0,19.0
American Light Lager,5.95,23.98,5.14,30.0,90,1.04,63.0,3.0,23.0
American Stout,4.34,25.97,12.53,26.5,90,1.04,72.0,1.33,18.33
American Stout,4.85,41.3,29.92,26.5,75,1.0390000000000001,65.0,1.25,20.0
American Light Lager,5.75,13.46,7.62,180.0,60,1.061,75.0,3.0,14.0
American Light Lager,4.98,70.21,50.0,26.5,60,1.037,35.0,2.5,20.0
American Amber Ale,7.26,68.25,18.25,28.39,60,1.0490000000000002,78.0,1.75,17.78
American Light Lager,6.87,24.0,4.18,47.32,60,1.052,70.0,1.25,20.0
American Stout,6.82,60.28,35.62,39.0,60,1.057,70.0,3.0,20.0
American Stout,6.11,113.9,50.0,28.39,60,1.046,63.0,1.5,17.22
American Stout,6.47,16.82,50.0,26.5,60,1.048,75.0,1.5,21.11
American Brown Ale,9.03,54.15,27.04,27.6,60,1.074,65.0,1.5,20.0
American Amber Ale,5.25,12.64,17.83,52.0,60,1.047,80.0,3.0,17.0
American Light Lager,7.3,84.3,5.25,26.5,60,1.048,72.0,1.33,18.89
American Light Lager,5.28,48.66,5.5,45.42,60,1.046,81.0,1.5,-8.33
American Light Lager,6.76,53.69,6.99,26.5,60,1.0490000000000002,69.0,1.5,20.0
American Light Lager,4.48,0.0,1.76,28.39,60,1.0290000000000001,75.0,1.5,14.44
American Light Lager,9.8,54.32,50.0,54.0,60,1.079,75.0,2.5,21.0
American Stout,5.41,30.85,28.61,28.39,60,1.036,55.0,1.5,20.0
American Light Lager,4.94,45.48,3.59,30.0,75,1.035,75.0,3.0,20.0
American Amber Ale,6.3,38.84,7.62,28.39,60,1.045,70.0,1.5,19.44
American Light Lager,7.36,33.09,5.88,22.71,60,1.0590000000000002,75.0,1.5,19.44
American Amber Ale,6.73,36.91,14.79,28.39,60,1.051,75.0,1.33,21.11
American Light Lager,5.04,25.3,11.61,54.89,75,1.04,80.0,1.5,21.11
American Amber Ale,5.81,36.78,16.48,30.28,60,1.048,75.0,1.5,18.33
American Light Lager,5.14,29.92,3.42,56.0,60,1.041,75.0,2.5,21.0
American Light Lager,5.08,13.03,5.77,43.0,80,1.061,78.0,3.0,15.0
American Light Lager,4.22,25.44,3.25,40.0,60,1.048,75.0,3.0,20.0
American Stout,9.84,39.86,40.47,28.39,60,1.07,75.0,1.5,20.0
American Light Lager,7.82,89.58,4.83,49.21,60,1.068,72.0,1.4,18.89
American Stout,4.8,20.4,35.95,28.39,90,1.035,58.0,1.0,21.11
American Stout,4.8,48.48,46.48,5.68,60,1.036,50.0,1.25,20.0
American Light Lager,4.1,13.71,2.01,28.39,60,1.028,89.0,1.5,18.33
American Stout,5.93,28.85,44.53,17.03,60,1.047,75.0,1.25,20.0
American Light Lager,4.95,48.35,6.38,29.0,75,1.041,65.0,3.0,11.0
American Light Lager,13.01,30.23,29.66,30.28,90,1.0759999999999998,88.0,1.5,18.33
American Light Lager,5.04,91.76,15.61,18.93,60,1.025,65.0,2.0,18.33
American Light Lager,7.19,27.45,6.82,26.0,60,1.057,75.0,2.5,21.0
American Stout,8.17,31.41,40.0,28.39,60,1.058,50.0,1.5,20.0
American Light Lager,6.17,70.99,9.42,28.5,60,1.05,65.0,2.85,18.0
American Stout,5.09,24.24,16.6,28.39,60,1.033,75.0,1.3,20.0
American Light Lager,5.72,51.88,9.16,25.0,60,1.069,80.0,3.0,18.0
American Amber Ale,6.01,78.37,14.55,30.28,60,1.044,70.0,1.25,20.0
American Light Lager,6.21,96.5,12.58,30.0,75,1.048,65.0,3.0,18.0
American Brown Ale,7.93,18.27,23.42,37.85,60,1.041,75.0,1.5,20.0
American Amber Ale,6.38,28.23,13.21,26.5,60,1.047,80.0,1.5,21.11
American Amber Ale,5.27,22.16,9.88,28.39,60,1.036,81.5,1.42,20.56
American Amber Ale,10.14,30.57,7.78,18.93,90,1.131,72.0,1.5,18.89
American Light Lager,5.56,32.0,7.81,30.0,75,1.042,68.67,3.0,10.0
American Amber Ale,5.65,39.81,13.38,51.1,60,1.051,80.0,1.5,20.0
American Light Lager,6.07,37.75,3.41,64.0,60,1.042,75.0,2.9,21.0
American Stout,5.9,43.7,35.74,55.0,60,1.053,70.0,3.1,18.0
American Stout,5.94,37.66,50.0,48.0,60,1.0490000000000002,80.0,4.0,20.0
